Clone_ID,Gene,Ensembl_Gene,UniGene,EntrezGene,GenBank Acc.,Ensembl* Chr,Start (bp),End (bp),Strand,Clone_ID
IMAGE:252663,CALB1,ENSG00000104327,Hs.65425,793,H87934,8,91140014,91164283,-1,IMAGE:252663
IMAGE:40728,,,Hs.25402,0,R55945,chr6,55258953,55259355,-,IMAGE:40728
IMAGE:342814,ZNF782,ENSG00000196597,Hs.592420,158431,W67596,9,98619094,98655175,-1,IMAGE:342814
IMAGE:566421,TGS1,ENSG00000137574,Hs.335068,96764,AA148859,8,56848255,56900557,1,IMAGE:566421
IMAGE:347020,C21orf71,,Hs.384586,282566,W79598,chr21,25876958,25877361,-,IMAGE:347020
IMAGE:784285,,ENSG00000122870,Hs.100261,0,AA447503,10,59942906,60261201,1,IMAGE:784285
IMAGE:1056172,C15orf48,ENSG00000166920,Hs.112242,84419,BX102355,15,43510055,43512937,1,IMAGE:1056172
IMAGE:48142,IPO9,ENSG00000198700,Hs.596014,55705,H12104,1,200064911,200120045,1,IMAGE:48142
IMAGE:249688,CCND2,ENSG00000118971,Hs.376071,894,BX106525,12,4253199,4284777,1,IMAGE:249688
IMAGE:785521,WDFY1,ENSG00000085449,Hs.368359,57590,AA450337,2,224448309,224518296,-1,IMAGE:785521
IMAGE:132878,CLDN1,ENSG00000163347,Hs.439060,9076,R25652,3,191506197,191522909,-1,IMAGE:132878
IMAGE:769868,DPP3,ENSG00000174483,Hs.502914,10072,AA430361,11,66004456,66057660,1,IMAGE:769868
IMAGE:431803,SNRPE,ENSG00000182004,Hs.334612,6635,AA678021,1,202097363,202106901,1,IMAGE:431803
IMAGE:276962,LYRM1,ENSG00000102897,Hs.185489,57149,N39229,16,20819927,20843827,1,IMAGE:276962
IMAGE:1323157,ZNF345,ENSG00000167637,Hs.362324,25850,AA877082,19,42033103,42062306,1,IMAGE:1323157
IMAGE:789232,KIAA0247,ENSG00000100647,Hs.440025,9766,AA451632,14,69148066,69251612,1,IMAGE:789232
IMAGE:340722,MLF1,ENSG00000196475,Hs.85195,4291,W56360,4,80546538,80548471,-1,IMAGE:340722
IMAGE:121159,C15orf39,ENSG00000167173,Hs.17936,56905,BX115322,15,73278286,73291563,1,IMAGE:121159
IMAGE:206781,BHMT2,ENSG00000132840,Hs.114172,23743,R98073,5,78401339,78421029,1,IMAGE:206781
IMAGE:795856,MAP1S,ENSG00000130479,Hs.66048,55201,BX092352,19,17691303,17706324,1,IMAGE:795856
IMAGE:132857,STAT5B,ENSG00000173757,Hs.632256,6777,R26176,17,37604722,37681950,-1,IMAGE:132857
IMAGE:491313,FAM119B,ENSG00000123427,Hs.632720,25895,AA148574,12,56452650,56462588,1,IMAGE:491313
IMAGE:50794,ZNF133,ENSG00000125846,Hs.472221,7692,H17048,20,18217121,18245640,1,IMAGE:50794
IMAGE:271926,,,Hs.594950,0,N35250,chr2,38374600,38375106,+,IMAGE:271926
IMAGE:270786,PLEKHB2,,Hs.469944,55041,N42946,chr2,131760288,131785403,+,IMAGE:270786
IMAGE:882571,AZIN1,ENSG00000155096,Hs.459106,51582,AA676515,8,103907712,103945573,-1,IMAGE:882571
IMAGE:75412,,, ,, ,,,,,IMAGE:75412
IMAGE:346494,FLJ33630,,Hs.340623,644873,W73966,chr5,127385141,127446665,-,IMAGE:346494
IMAGE:293804,TRAK1,ENSG00000182606,Hs.535711,22906,N63904,3,42107750,42242385,1,IMAGE:293804
IMAGE:279592,,,Hs.596960,0,BX100455,chr12,100666481,100666851,-,IMAGE:279592
IMAGE:593780,,,Hs.535847,0,AA159729,chr6,99979557,99983027,+,IMAGE:593780
IMAGE:509458,LOC57228,ENSG00000170545,Hs.652389,57228,AA056375,12,49924612,49950941,-1,IMAGE:509458
IMAGE:247862,LOC728340,ENSG00000183474,Hs.422901,728340,N58276,5,68891810,68924324,1,IMAGE:247862
IMAGE:245330,IGF2,ENSG00000140374|ENSG00000167244,Hs.523414,3481,N76677,11,2106918,2139015,-1,IMAGE:245330
IMAGE:30459,B3GAT2,ENSG00000112309,Hs.653102,135152,CR742605,6,71623637,71723462,-1,IMAGE:30459
IMAGE:786288,,,Hs.654763,0,AA452054,,,,,IMAGE:786288
IMAGE:137195,PHACTR2,ENSG00000112419,Hs.654921,9749,R36412,6,143971093,144188885,1,IMAGE:137195
IMAGE:261569,,, ,, ,,,,,IMAGE:261569
IMAGE:197657,ALDH1B1,ENSG00000137124,Hs.436219,219,BX110385,9,38382702,38388655,1,IMAGE:197657
IMAGE:592125,RIPK1,,Hs.519842,8737,AA150538,chr6,3009211,3060418,+,IMAGE:592125
IMAGE:80549,PBX2,ENSG00000204304|ENSG00000206247|ENSG00000206315,Hs.509545,5089,T59641,c6_QB,32252986,32258437,-1,IMAGE:80549
IMAGE:760224,XRCC1,,Hs.98493,7515,AA425139,chr19,48739313,48771498,-,IMAGE:760224
IMAGE:66533,KIAA1546,ENSG00000168769,Hs.367639,54790,T67027,4,106286481,106419126,1,IMAGE:66533
IMAGE:134829,APBB2,ENSG00000163697,Hs.479602,323,R31758,4,40510996,40911245,-1,IMAGE:134829
IMAGE:295723,,,Hs.597229,0,N66925,chr20,24931996,24932436,+,IMAGE:295723
IMAGE:323636,WNT5B,ENSG00000111186,Hs.306051,81029,BX106173,12,1596483,1626640,1,IMAGE:323636
IMAGE:810429,CDK2AP2,ENSG00000104237|ENSG00000167797,Hs.523835,10263,AA457108,11,67030545,67032678,-1,IMAGE:810429
IMAGE:292212,ABCC5,ENSG00000114770,Hs.368563,10057,N68159,3,185120420,185218421,-1,IMAGE:292212
IMAGE:264938,SASH1,ENSG00000111961,Hs.193133,23328,N30449,6,148635133,148914877,1,IMAGE:264938
IMAGE:141731,SLC16A5,ENSG00000170190,Hs.592095,9121,R69681,17,70595650,70613841,1,IMAGE:141731
IMAGE:491727,ALPP,ENSG00000163283,Hs.284255,250,AA156691,2,232951592,232955841,1,IMAGE:491727
IMAGE:51493,,,Hs.687557,0,BX114452,,,,,IMAGE:51493
IMAGE:743224,,ENSG00000196670,Hs.550724,0,AA400229,NT_11,13848,15932,-1,IMAGE:743224
IMAGE:285537,ANKRD50,ENSG00000151458,Hs.480694,57182,N66433,4,125804916,125851382,-1,IMAGE:285537
IMAGE:347066,LOC152118,,Hs.58586,152118,BX103194,chr3,154686525,154703169,+,IMAGE:347066
IMAGE:753794,CXCL13,ENSG00000156234,Hs.100431,10563,BX089511,4,78651930,78752010,1,IMAGE:753794
IMAGE:281116,,,Hs.279472,0,N50937,chr12,123643679,123644190,-,IMAGE:281116
IMAGE:41899,,,Hs.6181,0,BX109444,chr6,109143183,109143759,-,IMAGE:41899
IMAGE:220096,CNGB1,ENSG00000070729,Hs.147062,1258,H82535,16,56475004,56562513,-1,IMAGE:220096
IMAGE:785537,ELMOD1,ENSG00000110675,Hs.495779,55531,BX096816,11,106992719,107042714,1,IMAGE:785537
IMAGE:133053,KIAA0701,ENSG00000111647,Hs.620701,23074,R26205,12,98954996,99060773,-1,IMAGE:133053
IMAGE:769933,GRINA,ENSG00000178719|ENSG00000185559,Hs.594634,2907,AI734105,14,100262917,100271210,1,IMAGE:769933
IMAGE:742576,SPAG11A,ENSG00000178287,Hs.559506,653423,BX115855,8,7742812,7758467,1,IMAGE:742576
IMAGE:431501,ACOX3,ENSG00000087008,Hs.479122,8310,AA676223,4,8419265,8493338,-1,IMAGE:431501
IMAGE:1456120,GRK5,ENSG00000198873,Hs.524625,2869,AA862435,10,120957091,121205118,1,IMAGE:1456120
IMAGE:839890,PCBP1,ENSG00000169564,Hs.2853,5093,AA490047,2,70168203,70169836,1,IMAGE:839890
IMAGE:470379,STAC,ENSG00000144681|ENSG00000166949,Hs.56045,6769,AA031398,15,65145249,65274586,1,IMAGE:470379
IMAGE:121206,,,Hs.593970,0,BX091933,chr8,13002972,13003380,+,IMAGE:121206
IMAGE:245489,LOC100049716,,Hs.655804,100049716,CR742903,,,,,IMAGE:245489
IMAGE:257978,LGALS14,ENSG00000006659,Hs.24236,56891,N30757,19,44878400,44891927,1,IMAGE:257978
IMAGE:343380,,,Hs.593044,0,W68845,chr2,152362322,152363095,-,IMAGE:343380
IMAGE:488404,SEMA5A,ENSG00000112902,Hs.27621,9037,AA046679,5,9093308,9599158,-1,IMAGE:488404
IMAGE:203240,DAB2,ENSG00000153071,Hs.481980,1601,H54577,5,39408503,39460703,-1,IMAGE:203240
IMAGE:279077,EDC3,ENSG00000179151,Hs.96852,80153,CR735833,15,72709953,72775413,-1,IMAGE:279077
IMAGE:742798,KIF2C,ENSG00000142945,Hs.69360,11004,AA400476,1,44978138,45006026,1,IMAGE:742798
IMAGE:814798,ALDH1A3,ENSG00000158859|ENSG00000184254,Hs.459538,220,BX090914,15,99237580,99274349,1,IMAGE:814798
IMAGE:49944,ACSL3,ENSG00000123983,Hs.655772,2181,H29214,2,223433976,223517601,1,IMAGE:49944
IMAGE:510369,ZNF691,ENSG00000164011,Hs.20879,51058,AA053665,1,43084867,43090735,1,IMAGE:510369
IMAGE:795342,ATG2B,ENSG00000066739,Hs.168241,55102,BX104709,14,95817348,95899431,-1,IMAGE:795342
IMAGE:347182,PDE4DIP,ENSG00000143851|ENSG00000178104,Hs.654651,9659,W80610,1,143562784,143787552,-1,IMAGE:347182
IMAGE:329059,TERF2IP,ENSG00000166848,Hs.301419,54386,W44783,16,74239144,74248830,1,IMAGE:329059
IMAGE:283045,,ENSG00000212730,Hs.586788,0,CR748712,12,3466281,3466667,-1,IMAGE:283045
IMAGE:27396,GAL3ST3,ENSG00000175229,Hs.208343,89792,BX103153,11,65564815,65573227,-1,IMAGE:27396
IMAGE:42373,CRYM,ENSG00000103316,Hs.924,1428,BX106539,16,21177343,21221873,-1,IMAGE:42373
IMAGE:785542,NRXN3,ENSG00000198056,Hs.368307,9369,AA450336,12,55409326,55432413,-1,IMAGE:785542
IMAGE:133358,,,Hs.656795,0,R26859,,,,,IMAGE:133358
IMAGE:769945,C19orf48,ENSG00000167747,Hs.256301,84798,AA430409,19,55992774,55999786,-1,IMAGE:769945
IMAGE:837904,RPL15,ENSG00000005961|ENSG00000174748,Hs.381219,6138,AA434088,3,23933643,23937334,1,IMAGE:837904
IMAGE:433114,BRPF1,ENSG00000156983,Hs.1004,7862,AA680398,3,9748434,9764699,1,IMAGE:433114
IMAGE:1456419,CASR,ENSG00000036828,Hs.435615,846,AA862999,3,123288199,123488032,1,IMAGE:1456419
IMAGE:796258,SGCA,ENSG00000108823,Hs.463412,6442,AA460823,17,45598365,45608291,1,IMAGE:796258
IMAGE:345128,RTKN,ENSG00000159197,Hs.192854,6242,W72722,21,34658193,34665307,1,IMAGE:345128
IMAGE:131877,,,Hs.163813,0,R25153,chr1,3791918,3792127,+,IMAGE:131877
IMAGE:247986,,,Hs.597068,0,N53758,chr5,102157704,102158157,-,IMAGE:247986
IMAGE:276911,ACACB,ENSG00000107331,Hs.234898,32,N34945,9,139021507,139043195,-1,IMAGE:276911
IMAGE:810970,RCBTB1,ENSG00000136144,Hs.508021,55213,BX096679,13,49004083,49057720,-1,IMAGE:810970
IMAGE:364563,FGF18,ENSG00000156427,Hs.87191,8817,AA022949,5,170779272,170816767,1,IMAGE:364563
IMAGE:134269,POLRMT,ENSG00000099821,Hs.254113,5442,R31115,19,568223,584568,-1,IMAGE:134269
IMAGE:262028,LOC344595,,Hs.655735,344595,BX104437,,,,,IMAGE:262028
IMAGE:377692,MFAP5,ENSG00000197614,Hs.512842,8076,AA056042,12,8689807,8706700,-1,IMAGE:377692
IMAGE:855624,ALDH1A1,ENSG00000165092|ENSG00000168615,Hs.76392,216,AA664101,8,38973662,39081934,1,IMAGE:855624
IMAGE:47186,PTPRD,ENSG00000153707,Hs.446083,5789,H10403,9,8304246,9008735,-1,IMAGE:47186
IMAGE:950688,ATP6V1G1,ENSG00000136888,Hs.388654,9550,AA608567,9,116389815,116400962,1,IMAGE:950688
IMAGE:509931,,,Hs.29546,0,AA053436,chr20,360224,360759,-,IMAGE:509931
IMAGE:491712,,,Hs.72068,0,BX105997,chr7,25599447,25607160,-,IMAGE:491712
IMAGE:324358,MAPK8,ENSG00000107643,Hs.138211,5599,W47667,10,49184739,49317409,1,IMAGE:324358
IMAGE:283158,,, ,, ,,,,,IMAGE:283158
IMAGE:30371,KIAA0802,ENSG00000168502,Hs.650822,23255,BX119781,18,8696513,8822776,1,IMAGE:30371
IMAGE:24884,CNTN1,ENSG00000018236,Hs.143434,1272,T80518,12,39588423,39750361,1,IMAGE:24884
IMAGE:785610,PTPN3,ENSG00000070159,Hs.436429,5774,AA448989,9,111177800,111300407,-1,IMAGE:785610
IMAGE:134617,SFRS15,ENSG00000156304,Hs.17255,57466,CR741728,21,31965217,32026259,-1,IMAGE:134617
IMAGE:250807,LOC728530,,Hs.659020,728530,BX111920,,,,,IMAGE:250807
IMAGE:950507,ZW10,ENSG00000086827|ENSG00000122008,Hs.503886,9183,AA599145,5,74843337,74930889,1,IMAGE:950507
IMAGE:435934,,,Hs.644466,0,AA701944,chr7,23537214,23538494,-,IMAGE:435934
IMAGE:1493390,ILF2,,Hs.75117,3608,AA894687,chr1,151903148,151907614,-,IMAGE:1493390
IMAGE:773344,SLC16A2,ENSG00000147100,Hs.75317,6567,AA425612,X,73557810,73670468,1,IMAGE:773344
IMAGE:66329,,,Hs.655712,0,BX101970,,,,,IMAGE:66329
IMAGE:132285,THAP5,ENSG00000177683,Hs.650237,168451,BX089307,7,107991768,107997133,-1,IMAGE:132285
IMAGE:244806,RBM18,ENSG00000119446,Hs.415842,92400,CR745169,9,124042110,124066939,-1,IMAGE:244806
IMAGE:795323,TPR,ENSG00000047410,Hs.279640,7175,AA454176,1,184547411,184611383,-1,IMAGE:795323
IMAGE:782233,JMJD2B,ENSG00000127663,Hs.654816,23030,AA431721,19,4920132,5104606,1,IMAGE:782233
IMAGE:501868,RAI2,ENSG00000124233|ENSG00000131831,Hs.446680,10742,AA128046,X,17728092,17789277,-1,IMAGE:501868
IMAGE:213890,DECR1,ENSG00000104325,Hs.492212,1666,H72937,8,91082756,91133403,1,IMAGE:213890
IMAGE:264157,SETDB2,ENSG00000136169,Hs.631789,83852,N28998,13,48916511,48964298,1,IMAGE:264157
IMAGE:78353,MT1F,ENSG00000170775|ENSG00000198417,Hs.513626,4494,T56281,16,55249356,55250713,1,IMAGE:78353
IMAGE:854879,DBP,ENSG00000170458,Hs.528006,1628,AA630354,5,139991501,139993194,-1,IMAGE:854879
IMAGE:51944,DDHD1,ENSG00000100523,Hs.513260,80821,H23031,14,52580436,52689750,-1,IMAGE:51944
IMAGE:773304,MGC16703,,Hs.517430,113691,AA425384,chr22,19686496,19694631,+,IMAGE:773304
IMAGE:281275,,,Hs.659399,0,N47858,,,,,IMAGE:281275
IMAGE:250797,,ENSG00000104756,Hs.608830,0,H96090,8,25341283,25371837,-1,IMAGE:250797
IMAGE:364569,KRT85,ENSG00000135443,Hs.182507,3891,BX092656,12,51040057,51047576,-1,IMAGE:364569
IMAGE:283252,CDC14B,ENSG00000081377,Hs.40582,8555,BX097656,9,98298390,98421933,-1,IMAGE:283252
IMAGE:47950,DOCK1,ENSG00000150760,Hs.159195,1793,H12136,10,128584013,129140770,1,IMAGE:47950
IMAGE:202682,C8A,ENSG00000157131,Hs.93210,731,H53865,1,57093065,57156482,1,IMAGE:202682
IMAGE:785663,C14orf108,ENSG00000053770,Hs.648385,55745,AA449516,14,56805380,56826544,1,IMAGE:785663
IMAGE:136506,,, ,, ,,,,,IMAGE:136506
IMAGE:251073,KCNJ13,ENSG00000115474,Hs.467338,3769,H97806,2,233339419,233349519,-1,IMAGE:251073
IMAGE:276237,ARHGAP5,ENSG00000100852,Hs.592313,394,R94174,14,31616246,31698685,1,IMAGE:276237
IMAGE:435219,,ENSG00000119950,Hs.645785,0,AA705886,10,111957353,112037113,1,IMAGE:435219
IMAGE:1325751,CYP3A5,ENSG00000106258,Hs.695915,1577,AA873089,7,99083759,99115555,-1,IMAGE:1325751
IMAGE:826173,PFN1,,Hs.494691,5216,AA521431,,,,,IMAGE:826173
IMAGE:66352,,,Hs.687332,0,BX101890,,,,,IMAGE:66352
IMAGE:132358,,,Hs.679611,0,BX096324,,,,,IMAGE:132358
IMAGE:245217,SUGT1L1,,Hs.442781,283507,BX092678,chr13,40269126,40393886,-,IMAGE:245217
IMAGE:428928,SMN2,ENSG00000205571,Hs.202179,6607,AA004858,5,69381106,69409175,1,IMAGE:428928
IMAGE:810399,36950,ENSG00000198060,Hs.573490,54708,AA464795,10,94040900,94103701,1,IMAGE:810399
IMAGE:271165,SYTL2,ENSG00000137501,Hs.369520,54843,N42898,11,85082915,85146692,-1,IMAGE:271165
IMAGE:232772,MT1B,ENSG00000169688|ENSG00000171659,Hs.656629,4490,H72723,X,41433170,41441463,1,IMAGE:232772
IMAGE:265840,,, ,, ,,,,,IMAGE:265840
IMAGE:854284,NCKAP1L,ENSG00000123338|ENSG00000138166,Hs.182014,3071,AA668726,10,112247615,112261291,1,IMAGE:854284
IMAGE:346604,AGER,ENSG00000114786,Hs.700564,177,W74536,3,51992518,51998202,1,IMAGE:346604
IMAGE:40228,,,Hs.648505,0,BX110641,,,,,IMAGE:40228
IMAGE:52021,DACH1,ENSG00000165659,Hs.129452,1602,H24419,13,70910099,71339331,-1,IMAGE:52021
IMAGE:281565,SLFNL1,ENSG00000171790,Hs.194609,200172,N47989,1,41253856,41261496,-1,IMAGE:281565
IMAGE:375661,CCDC25,ENSG00000147419,Hs.445512,55246,AA032273,8,27646756,27686089,-1,IMAGE:375661
IMAGE:341774,,,Hs.656882,0,W60701,,,,,IMAGE:341774
IMAGE:282104,SLC4A4,ENSG00000080493,Hs.5462,8671,CR741781,4,72271867,72656663,1,IMAGE:282104
IMAGE:38676,SNAP29,ENSG00000099940,Hs.108002,9342,R51504,22,19543292,19574109,1,IMAGE:38676
IMAGE:79629,,,Hs.644654,0,T62636,,,,,IMAGE:79629
IMAGE:786234,REV1,ENSG00000135945,Hs.443077,51455,AA478442,2,99383370,99472912,-1,IMAGE:786234
IMAGE:136830,,,Hs.687204,0,CR741282,,,,,IMAGE:136830
IMAGE:251709,MED26,ENSG00000105085|ENSG00000183943,Hs.356467,9441,H96900,X,3532415,3641661,-1,IMAGE:251709
IMAGE:33342,MDFI,ENSG00000112559,Hs.520119,4188,BX104776,6,41712784,41729955,1,IMAGE:33342
IMAGE:436106,EMG1,ENSG00000126749,Hs.558447,10436,AA701981,12,6950348,6956042,1,IMAGE:436106
IMAGE:1455976,IFITM2,ENSG00000185201,Hs.458414,10581,AA862371,11,297915,299395,1,IMAGE:1455976
IMAGE:950680,DDB1,ENSG00000167986,Hs.290758,1642,AA608557,11,60823510,60857153,-1,IMAGE:950680
IMAGE:66369,,,Hs.687314,0,BX100964,,,,,IMAGE:66369
IMAGE:133130,,,Hs.633141,0,R25375,,,,,IMAGE:133130
IMAGE:244879,,ENSG00000153006,Hs.69504,0,N54507,5,64049736,64100252,-1,IMAGE:244879
IMAGE:257106,RBBP6,ENSG00000122257,Hs.188553,5930,N26823,16,24458409,24491682,1,IMAGE:257106
IMAGE:489373,,,Hs.657013,0,AA058477,,,,,IMAGE:489373
IMAGE:120717,,, ,, ,,,,,IMAGE:120717
IMAGE:292388,TMEM97,ENSG00000109084,Hs.199695,27346,N79230,17,23670248,23679837,1,IMAGE:292388
IMAGE:268876,SIP1,,Hs.652307,8487,N26026,,,,,IMAGE:268876
IMAGE:51817,MFNG,ENSG00000100060,Hs.517603,4242,BX095835,22,36195054,36212385,-1,IMAGE:51817
IMAGE:562813,AMPD1,ENSG00000116748|ENSG00000143799,Hs.89570,270,AA112801,1,224615016,224662399,-1,IMAGE:562813
IMAGE:842826,,,Hs.16003,0,AA486378,chr1,32921548,32924397,+,IMAGE:842826
IMAGE:561851,DKFZP564O0823,ENSG00000169116,Hs.105460,25849,AA086292,4,76077322,76194347,1,IMAGE:561851
IMAGE:281757,GPR88,ENSG00000181656,Hs.170053,54112,N48080,1,100776316,100780171,1,IMAGE:281757
IMAGE:592777,FER1L4,ENSG00000088340,Hs.72222,80307,AA158234,20,33609922,33658898,-1,IMAGE:592777
IMAGE:342187,HAPLN4,ENSG00000187664,Hs.367829,404037,BX096239,19,19226557,19245178,-1,IMAGE:342187
IMAGE:280499,,,Hs.659463,0,BX100012,,,,,IMAGE:280499
IMAGE:30959,,, ,, ,,,,,IMAGE:30959
IMAGE:897646,COL9A3,ENSG00000092758,Hs.126248,1299,AA496735,20,60918859,60942956,1,IMAGE:897646
IMAGE:786265,MICAL2,ENSG00000133816,Hs.501928,9645,AA451844,11,12088714,12241903,1,IMAGE:786265
IMAGE:137296,SEC24A,ENSG00000168484,Hs.595540,10802,R36591,8,22075113,22077928,1,IMAGE:137296
IMAGE:251751,HIF1AN,ENSG00000166135,Hs.500788,55662,H97861,10,102285686,102299745,1,IMAGE:251751
IMAGE:609087,SCARB2,ENSG00000138760,Hs.349656,950,AA176899,4,77298918,77354059,-1,IMAGE:609087
IMAGE:447167,SFRS8,,Hs.308171,6433,AA702973,chr12,130782963,130788889,+,IMAGE:447167
IMAGE:45641,MAP2K3,ENSG00000034152,Hs.514012,5606,H08467,17,21128561,21159118,1,IMAGE:45641
IMAGE:66390,,, ,, ,,,,,IMAGE:66390
IMAGE:137653,,,Hs.656773,0,BX115271,,,,,IMAGE:137653
IMAGE:244646,,,Hs.659518,0,BX090044,,,,,IMAGE:244646
IMAGE:488435,LPP,ENSG00000145012,Hs.444362,4026,AA047443,3,189413415,190080135,1,IMAGE:488435
IMAGE:290597,WHDC1,ENSG00000156232,Hs.377360,123720,N71692,15,81275434,81300665,1,IMAGE:290597
IMAGE:137058,,, ,, ,,,,,IMAGE:137058
IMAGE:302190,MLL,ENSG00000118058,Hs.258855,4297,N77807,11,117812415,117901146,1,IMAGE:302190
IMAGE:201609,,,Hs.624214,0,BX116002,chr17,64086159,64086589,+,IMAGE:201609
IMAGE:229666,NDUFA10,ENSG00000130414,Hs.277677,4705,H67335,2,240548831,240613471,-1,IMAGE:229666
IMAGE:1031799,SYCP1,ENSG00000198765,Hs.112743,6847,CR738838,1,115198978,115339511,1,IMAGE:1031799
IMAGE:71351,FGD4,ENSG00000139132,Hs.117835,121512,T47693,12,32546361,32684940,1,IMAGE:71351
IMAGE:564747,,, ,, ,,,,,IMAGE:564747
IMAGE:594973,,ENSG00000101558,Hs.165195,0,AA172308,18,9903955,9950018,1,IMAGE:594973
IMAGE:279715,,,Hs.553319,0,N48337,chr10,54029148,54029525,+,IMAGE:279715
IMAGE:743582,,,Hs.599575,0,AA609460,chr9,126320144,126320540,-,IMAGE:743582
IMAGE:376423,DSG1,ENSG00000134760,Hs.2633,1828,AA041388,18,27152050,27191392,1,IMAGE:376423
IMAGE:288736,ABCG2,ENSG00000118777,Hs.480218,9429,BX104985,4,89230441,89299035,-1,IMAGE:288736
IMAGE:201890,BIRC3,ENSG00000023445,Hs.127799,330,BX111947,11,101693404,101713658,1,IMAGE:201890
IMAGE:35182,,,Hs.12876,0,R43780,chr6,125454388,125455232,+,IMAGE:35182
IMAGE:786298,,,Hs.99253,0,BX089493,chr9,13491988,13493304,+,IMAGE:786298
IMAGE:137230,GJA5,ENSG00000143140,Hs.447968,2702,R36515,1,145694956,145712108,-1,IMAGE:137230
IMAGE:281010,VPS35,,Hs.696029,55737,N47691,,,,,IMAGE:281010
IMAGE:809998,AMY1A,ENSG00000051415|ENSG00000174876,Hs.655232,276,AA455195,1,104031560,104040599,-1,IMAGE:809998
IMAGE:612024,,,Hs.655571,0,AA180967,,,,,IMAGE:612024
IMAGE:823779,PLEK,ENSG00000029559|ENSG00000115956,Hs.468840,5341,AA490267,2,68445920,68478088,1,IMAGE:823779
IMAGE:666425,TOP1,ENSG00000103150|ENSG00000198900,Hs.472737,7150,AA232856,20,39090876,39186541,1,IMAGE:666425
IMAGE:138021,C14orf104,ENSG00000165506,Hs.231761,55172,R63197,14,49161657,49170485,-1,IMAGE:138021
IMAGE:134368,BRWD1,ENSG00000185658,Hs.654740,54014,R31996,21,39479274,39607426,-1,IMAGE:134368
IMAGE:292230,,, ,, ,,,,,IMAGE:292230
IMAGE:758356,ENOPH1,ENSG00000145293,Hs.18442,58478,AA404288,4,83570787,83601263,1,IMAGE:758356
IMAGE:309603,CNTROB,ENSG00000170037,Hs.348012,116840,N94435,17,7776198,7793619,1,IMAGE:309603
IMAGE:51408,RCAN2,ENSG00000172348,Hs.440168,10231,H19440,6,46296428,46567668,-1,IMAGE:51408
IMAGE:503760,ZC3H12C,ENSG00000149289,Hs.376289,85463,AA131653,11,109511789,109547774,1,IMAGE:503760
IMAGE:203114,,,Hs.628599,0,H54419,chr12,92421284,92421934,+,IMAGE:203114
IMAGE:853809,RGS5,ENSG00000115947|ENSG00000143248,Hs.24950,8490,AA668470,1,161378724,161454050,-1,IMAGE:853809
IMAGE:74223,PPAPDC1B,ENSG00000147535,Hs.567619,84513,T48412,8,38231999,38245872,-1,IMAGE:74223
IMAGE:259633,HERC4,ENSG00000148634|ENSG00000183665,Hs.51891,26091,BX101413,8,125532243,125534274,1,IMAGE:259633
IMAGE:298111,RAP2A,ENSG00000125249,Hs.508480,5911,N70768,13,96884475,96918243,1,IMAGE:298111
IMAGE:281508,,,Hs.659460,0,BX119202,,,,,IMAGE:281508
IMAGE:609265,SELK,ENSG00000113811,Hs.58471,58515,AA179377,3,53894267,53901029,-1,IMAGE:609265
IMAGE:503689,,,Hs.110470,0,BX280846,chr17,22588854,22592833,-,IMAGE:503689
IMAGE:284803,,,Hs.48447,0,N59870,chr14,82285172,82285612,-,IMAGE:284803
IMAGE:345208,ELAVL1,ENSG00000066044,Hs.184492,1994,W72322,19,7933159,8415925,-1,IMAGE:345208
IMAGE:42666,TRIM5,,Hs.370515,85363,R59769,chr11,5641409,5662862,-,IMAGE:42666
IMAGE:786511,ZNF207,ENSG00000010244,Hs.500775,7756,AA452107,17,27701263,27738893,1,IMAGE:786511
IMAGE:360747,COG2,,Hs.211800,22796,BX100337,chr1,228844857,228885797,+,IMAGE:360747
IMAGE:281127,SEC22C,ENSG00000093183,Hs.445892,9117,BX103947,3,42564467,42598524,-1,IMAGE:281127
IMAGE:815575,ACTR1A,ENSG00000138107,Hs.153961,10121,AA456850,10,104228977,104252452,-1,IMAGE:815575
IMAGE:624369,,,Hs.661147,0,AA181310,,,,,IMAGE:624369
IMAGE:768638,,,Hs.656945,0,AA430343,,,,,IMAGE:768638
IMAGE:714426,CSTF2,ENSG00000137225,Hs.132370,1478,AA291995,6,44234526,44260117,1,IMAGE:714426
IMAGE:202901,VAV2,ENSG00000160293,Hs.369921,7410,H54025,9,135616837,135847547,-1,IMAGE:202901
IMAGE:134856,C4orf26,ENSG00000174792,Hs.24510,152816,R32248,4,76700297,76710105,1,IMAGE:134856
IMAGE:295599,,ENSG00000208956,Hs.657682,0,W02188,2,69993331,69993434,1,IMAGE:295599
IMAGE:356783,TM4SF5,ENSG00000142484,Hs.184194,9032,W84524,17,4621936,4633253,1,IMAGE:356783
IMAGE:811605,C19orf63,ENSG00000161671,Hs.515550,284361,AA458545,19,55671548,55678419,1,IMAGE:811605
IMAGE:324901,WNT5A,ENSG00000114251,Hs.696364,7474,BX105276,3,55474784,55496371,-1,IMAGE:324901
IMAGE:795640,MSH5,ENSG00000096474|ENSG00000185245|ENSG00000204410,Hs.371225,4439,AA460100,6,31815753,31838432,1,IMAGE:795640
IMAGE:428946,PRPSAP1,,Hs.77498,5635,AA004447,chr17,71817161,71821557,-,IMAGE:428946
IMAGE:50295,,,Hs.648448,0,H17165,,,,,IMAGE:50295
IMAGE:67318,TMEM129,ENSG00000168936,Hs.518562,92305,T49221,4,1687478,1692882,-1,IMAGE:67318
